_DataType,UID,PayFrom,Account.UID,Account.Name,Account.DisplayID,Account.URI,Supplier.UID,Supplier.Name,Supplier.DisplayID,Supplier.URI,PayeeAddress,StatementParticulars,StatementCode,StatementReference,PaymentNumber,Date,AmountPaid,AmountPaidForeign,Memo,DeliveryStatus,ForeignCurrency,CurrencyExchangeRate,URI,RowVersion,Line.RowID,Line.Type,Line.Purchase.UID,Line.Purchase.Number,Line.Purchase.URI,Line.AmountApplied,Line.AmountAppliedForeign,Line.GainOrLossAmount,Line.RowVersion
bill_payments,fff37ec9-6d21-49f5-bea1-ee1c186228b0,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,d9e19a3c-3e34-4a69-a150-3b19a48c73bb,Bunnings Limited,SUO000112,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/d9e19a3c-3e34-4a69-a150-3b19a48c73bb,"Bunnings Limited
PO Box10-086
Te Rapa
Hamilton 3210",,,,269,2023-11-06T00:00:00,-10.24,,Payment; Bunnings Limited,Email,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/fff37ec9-6d21-49f5-bea1-ee1c186228b0,1206121374716788736,1158,Bill,88cb8aee-b40e-4746-9bbd-a928ca57cd95,00000136,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Item/88cb8aee-b40e-4746-9bbd-a928ca57cd95,-10.24,,,1350236562792644608
bill_payments,63a58dfb-e5ff-4349-906c-03a5a547417d,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,08c10b21-54b7-4e22-b4b6-046e2a2f0508,Ultralon Foam Group,SUO000232,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/08c10b21-54b7-4e22-b4b6-046e2a2f0508,"Ultralon Foam Group
PO Box 204049
Manukau City 2163",,,,2112,2025-11-06T00:00:00,0.0,,Payment; Ultralon Foam Group,Email,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/63a58dfb-e5ff-4349-906c-03a5a547417d,-3270166383819751424,7430,Bill,5f5fee23-6ed2-4526-b239-191b0f196134,00001107,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/5f5fee23-6ed2-4526-b239-191b0f196134,0.0,,,-3126051195743895552
bill_payments,a9b0ae57-c669-48cd-94f3-5bcf6748ce2c,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,cea99b12-94d3-4ee2-ab3d-379eb6bb95af,Warehouse Stationery,SUO000237,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/cea99b12-94d3-4ee2-ab3d-379eb6bb95af,,,,,519,2024-03-22T00:00:00,0.01,,Payment for 00000259,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/a9b0ae57-c669-48cd-94f3-5bcf6748ce2c,-3362778248227323904,2010,Bill,919098c9-ceeb-4654-81f3-e5bbcb6c5315,00000259,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Item/919098c9-ceeb-4654-81f3-e5bbcb6c5315,0.01,,,-3218663060151468032
bill_payments,c4724089-711c-4731-8783-9e4e123851b7,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,cfed01fb-05dd-44fa-9b0c-ffb946633dd1,Elgas NZ Ltd,SUO000181,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/cfed01fb-05dd-44fa-9b0c-ffb946633dd1,,,,,1803,2025-07-22T00:00:00,0.3,,Payment for 00000989,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/c4724089-711c-4731-8783-9e4e123851b7,-5300165015368630272,6268,Bill,0a1a8781-2c75-4d91-9456-c9ec77508d5d,00000989,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Item/0a1a8781-2c75-4d91-9456-c9ec77508d5d,0.3,,,-5156049827292774400
bill_payments,ec319586-30b7-48d9-9b1e-c81563b1091f,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,9081f014-6190-4525-bf51-af12c6af69db,Steel &Tube,SUO000213,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/9081f014-6190-4525-bf51-af12c6af69db,,,,,654,2024-05-21T00:00:00,1.25,,Payment for 00000309,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/ec319586-30b7-48d9-9b1e-c81563b1091f,8790185346231959552,2473,Bill,dcae3db9-42a2-4a60-b21c-e26a4a69190c,00000309,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/dcae3db9-42a2-4a60-b21c-e26a4a69190c,1.25,,,8934300534307815424
bill_payments,35329568-aec4-489c-9789-8865be94b588,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,f5bdf3f3-3492-44b7-a40b-96913c95c8d4,Anzor,32777,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/f5bdf3f3-3492-44b7-a40b-96913c95c8d4,,,,,1578,2025-05-28T00:00:00,2.75,,Payment; FROM Anzor Fasteners,Print,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/35329568-aec4-489c-9789-8865be94b588,1909252463609774080,5522,Bill,ad3abc83-189d-4e82-a39b-7e8906a35767,00000905,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/ad3abc83-189d-4e82-a39b-7e8906a35767,2.75,,,2053367651685629952
bill_payments,ddaa5f46-7df9-42be-865f-8f3294d1558c,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,9081f014-6190-4525-bf51-af12c6af69db,Steel &Tube,SUO000213,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/9081f014-6190-4525-bf51-af12c6af69db,,,,,1076,2024-11-21T00:00:00,2.76,,Payment; FROM Steel & Tube Hold,Print,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/ddaa5f46-7df9-42be-865f-8f3294d1558c,-4186653306036158464,3852,Bill,93951915-80d0-4686-a12e-dbc00b90b296,00000600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/93951915-80d0-4686-a12e-dbc00b90b296,2.76,,,-4042538117960302592
bill_payments,3e1f970a-c584-43d6-a493-e3a79a0ec7b7,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,bf59bfe1-a0bb-44aa-802b-709bacb8669d,PTA Ltd,SUO000192,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/bf59bfe1-a0bb-44aa-802b-709bacb8669d,,,,,610,2024-04-30T00:00:00,3.18,,Payment for 00000307,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/3e1f970a-c584-43d6-a493-e3a79a0ec7b7,-4353007216295411712,2244,Bill,42305cd0-efff-4f07-b52c-5b51b6c41ebd,00000307,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/42305cd0-efff-4f07-b52c-5b51b6c41ebd,3.18,,,-4208892028219555840
bill_payments,be724c37-17f5-49dc-8383-9cb27c19f1ab,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,d9e19a3c-3e34-4a69-a150-3b19a48c73bb,Bunnings Limited,SUO000112,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/d9e19a3c-3e34-4a69-a150-3b19a48c73bb,,,,,880,2024-08-30T00:00:00,3.7,,Payment for 00000473,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/be724c37-17f5-49dc-8383-9cb27c19f1ab,-660617372293398528,3149,Bill,da4995bf-558f-42f4-bb8c-5b453517c469,00000473,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Item/da4995bf-558f-42f4-bb8c-5b453517c469,3.7,,,-516502184217542656
bill_payments,3aee61ba-d674-43ee-9c44-b224b52bc8e7,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,9081f014-6190-4525-bf51-af12c6af69db,Steel &Tube,SUO000213,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/9081f014-6190-4525-bf51-af12c6af69db,,,,,2106,2025-10-21T00:00:00,4.47,,Payment for 00001119,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/3aee61ba-d674-43ee-9c44-b224b52bc8e7,1629750010759348224,7424,Bill,c7be22cc-1ef5-4490-b17b-3aef2a6cc0b9,00001119,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Service/c7be22cc-1ef5-4490-b17b-3aef2a6cc0b9,4.47,,,1773865198835204096
bill_payments,fb61524c-c6d6-4abd-a87c-28f5ca0d114d,Account,6c046709-a71e-44f5-b3f2-7229c2e21f54,ANZ Bank - 00 Account,600,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/6c046709-a71e-44f5-b3f2-7229c2e21f54,cea99b12-94d3-4ee2-ab3d-379eb6bb95af,Warehouse Stationery,SUO000237,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Supplier/cea99b12-94d3-4ee2-ab3d-379eb6bb95af,,,,,516,2024-03-22T00:00:00,5.0,,Payment for 00000292,Nothing,,,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/SupplierPayment/fb61524c-c6d6-4abd-a87c-28f5ca0d114d,-8550925018958135296,2007,Bill,518af975-683b-40af-abe2-562d3e3771b6,00000292,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Purchase/Bill/Item/518af975-683b-40af-abe2-562d3e3771b6,5.0,,,-8406809830882279424
