_DataType,UID,Number,Date,CustomerPurchaseOrderNumber,Customer.UID,Customer.Name,Customer.DisplayID,Customer.URI,PromisedDate,BalanceDueAmount,BalanceDueAmountForeign,Status,ShipToAddress,Terms.PaymentIsDue,Terms.DiscountDate,Terms.BalanceDueDate,Terms.DiscountForEarlyPayment,Terms.MonthlyChargeForLatePayment,Terms.DiscountExpiryDate,Terms.Discount,Terms.DiscountForeign,Terms.DueDate,Terms.FinanceCharge,Terms.FinanceChargeForeign,IsTaxInclusive,Subtotal,SubtotalForeign,Freight,FreightForeign,FreightTaxCode.UID,FreightTaxCode.Code,FreightTaxCode.URI,TotalTax,TotalTaxForeign,TotalAmount,TotalAmountForeign,Category,Salesperson,Comment,ShippingMethod,JournalMemo,ReferralSource,InvoiceDeliveryStatus,LastPaymentDate,CanApplySurcharge,CanApplyBPay,Order,OnlinePaymentMethod,ForeignCurrency,CurrencyExchangeRate,PaymentSchedules,InstallmentDueDate,LastModified,URI,RowVersion,Line.RowID,Line.Type,Line.Description,Line.UnitOfMeasure,Line.UnitCount,Line.UnitPrice,Line.UnitPriceForeign,Line.DiscountPercent,Line.Total,Line.TotalForeign,Line.Account.UID,Line.Account.Name,Line.Account.DisplayID,Line.Account.URI,Line.Job.UID,Line.Job.Number,Line.Job.Name,Line.Job.URI,Line.TaxCode.UID,Line.TaxCode.Code,Line.TaxCode.URI,Line.RowVersion,Line.Job,Order.UID,Order.Number,Order.URI
invoices,3b3c4248-f060-48c5-a1f5-ed64a08b0751,00000004,2023-05-22T00:00:00,PO001103,74591a13-a9ba-43b3-8cd7-a0890326b52d,Continuous Stainless Ltd,CUS001034,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/74591a13-a9ba-43b3-8cd7-a0890326b52d,,0.0,,Closed,,NumberOfDaysAfterEOM,0,30,0.0,0.0,2023-06-30T00:00:00,0.0,,2023-06-30T00:00:00,0.0,,False,3437.9,,0.0,,3642c1ed-cfa5-4546-84a3-6486248d9b52,S,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3642c1ed-cfa5-4546-84a3-6486248d9b52,515.69,,3953.59,,,,,,Sale; Continuous Stainless Ltd,,Print,2023-06-20T00:00:00,True,False,,All,,,[],,2023-05-22T01:29:26.567,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/3b3c4248-f060-48c5-a1f5-ed64a08b0751,7244041100137070592,60,Transaction,Insulate and Clad chemical lines at Fonterra Morrinsville,,,,,,3437.9,,ce3f27d3-ed0e-4d85-9f33-250233ad1b75,Sales                                    ,200,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/ce3f27d3-ed0e-4d85-9f33-250233ad1b75,3ed7f3d0-30d1-4d33-a354-d5305036d419,1480,Clad Acid Lines,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Job/3ed7f3d0-30d1-4d33-a354-d5305036d419,3b04eb39-650f-4f27-8f34-c6555088e540,S15,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3b04eb39-650f-4f27-8f34-c6555088e540,-4511199451741683712,,,,
invoices,2cd0ea7b-7fd6-4c94-a93c-94d17d2859c7,1004,2023-05-26T00:00:00,PO000037,74591a13-a9ba-43b3-8cd7-a0890326b52d,Continuous Stainless Ltd,CUS001034,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/74591a13-a9ba-43b3-8cd7-a0890326b52d,,0.0,,Closed,"14 High Street
Frankton 3204",NumberOfDaysAfterEOM,0,30,0.0,0.0,2023-06-30T00:00:00,0.0,,2023-06-30T00:00:00,0.0,,False,939.5,,0.0,,3642c1ed-cfa5-4546-84a3-6486248d9b52,S,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3642c1ed-cfa5-4546-84a3-6486248d9b52,140.93,,1080.43,,,,,,Sale; Continuous Stainless Ltd,,Print,2023-06-20T00:00:00,True,False,,All,,,[],,2023-05-25T21:13:21.397,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/2cd0ea7b-7fd6-4c94-a93c-94d17d2859c7,7316098694174998528,64,Transaction,Fonterra Waitoa 76.2 Chilled Water Valve and Strainer Insulation and Cladding,,,,,,939.5,,ce3f27d3-ed0e-4d85-9f33-250233ad1b75,Sales                                    ,200,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/ce3f27d3-ed0e-4d85-9f33-250233ad1b75,8f045ab0-7e9a-4ee7-b692-fdaf6347e008,1481,Fonterra Waitoa Cooling Towers,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Job/8f045ab0-7e9a-4ee7-b692-fdaf6347e008,3b04eb39-650f-4f27-8f34-c6555088e540,S15,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3b04eb39-650f-4f27-8f34-c6555088e540,-475129760687587328,,,,
invoices,562cb526-c5cd-4eab-bfdb-599cb51125ab,1002,2023-05-19T00:00:00,4700145221,1608ff1c-b38b-46d0-bad1-0632a32f698c,Lawter (NZ) Ltd,CUS001073,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/1608ff1c-b38b-46d0-bad1-0632a32f698c,,0.0,,Closed,,NumberOfDaysAfterEOM,0,30,0.0,0.0,2023-06-30T00:00:00,0.0,,2023-06-30T00:00:00,0.0,,False,22902.84,,0.0,,3642c1ed-cfa5-4546-84a3-6486248d9b52,S,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3642c1ed-cfa5-4546-84a3-6486248d9b52,3435.43,,26338.27,,,,,,Sale; Lawter (NZ) Ltd,,Print,2023-06-27T00:00:00,True,False,,All,,,[],,2023-05-30T01:33:15.553,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/562cb526-c5cd-4eab-bfdb-599cb51125ab,-7252201675438424064,66,Transaction,Lawter (NZ) Ltd site Mt Maunganui Shut Piping Insulation and Cladding,,,,,,22902.84,,ce3f27d3-ed0e-4d85-9f33-250233ad1b75,Sales                                    ,200,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/ce3f27d3-ed0e-4d85-9f33-250233ad1b75,acda719d-19f1-4340-9cc7-f832da24bdcc,1478,Shut piping insulation,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Job/acda719d-19f1-4340-9cc7-f832da24bdcc,3b04eb39-650f-4f27-8f34-c6555088e540,S15,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3b04eb39-650f-4f27-8f34-c6555088e540,3632716049427726336,,,,
invoices,caec5ba2-0281-4995-bf9b-c20b55ecd404,1001,2023-05-19T00:00:00,4700144361,1608ff1c-b38b-46d0-bad1-0632a32f698c,Lawter (NZ) Ltd,CUS001073,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/1608ff1c-b38b-46d0-bad1-0632a32f698c,,0.0,,Closed,,NumberOfDaysAfterEOM,0,30,0.0,0.0,2023-06-30T00:00:00,0.0,,2023-06-30T00:00:00,0.0,,False,10292.45,,0.0,,3642c1ed-cfa5-4546-84a3-6486248d9b52,S,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3642c1ed-cfa5-4546-84a3-6486248d9b52,1543.87,,11836.32,,,,,,Sale; Lawter (NZ) Ltd,,Print,2023-06-27T00:00:00,True,False,,All,,,[],,2023-06-03T22:43:26.257,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/caec5ba2-0281-4995-bf9b-c20b55ecd404,-7180144081400496128,68,Transaction,Lawter (NZ) Mount Maunganui site pre-shut and shut piping insulation and cladding,,,,,,5962.45,,ce3f27d3-ed0e-4d85-9f33-250233ad1b75,Sales                                    ,200,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/ce3f27d3-ed0e-4d85-9f33-250233ad1b75,16d36706-dc2e-4e55-b447-dbbd8d287cee,1460,Lawters,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Job/16d36706-dc2e-4e55-b447-dbbd8d287cee,3b04eb39-650f-4f27-8f34-c6555088e540,S15,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3b04eb39-650f-4f27-8f34-c6555088e540,4933693391784378368,,,,
invoices,caec5ba2-0281-4995-bf9b-c20b55ecd404,1001,2023-05-19T00:00:00,4700144361,1608ff1c-b38b-46d0-bad1-0632a32f698c,Lawter (NZ) Ltd,CUS001073,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/1608ff1c-b38b-46d0-bad1-0632a32f698c,,0.0,,Closed,,NumberOfDaysAfterEOM,0,30,0.0,0.0,2023-06-30T00:00:00,0.0,,2023-06-30T00:00:00,0.0,,False,10292.45,,0.0,,3642c1ed-cfa5-4546-84a3-6486248d9b52,S,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3642c1ed-cfa5-4546-84a3-6486248d9b52,1543.87,,11836.32,,,,,,Sale; Lawter (NZ) Ltd,,Print,2023-06-27T00:00:00,True,False,,All,,,[],,2023-06-03T22:43:26.257,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/caec5ba2-0281-4995-bf9b-c20b55ecd404,-7180144081400496128,167,Transaction,Accommodation and Travel,,,,,,4330.0,,ce3f27d3-ed0e-4d85-9f33-250233ad1b75,Sales                                    ,200,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/ce3f27d3-ed0e-4d85-9f33-250233ad1b75,16d36706-dc2e-4e55-b447-dbbd8d287cee,1460,Lawters,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Job/16d36706-dc2e-4e55-b447-dbbd8d287cee,3b04eb39-650f-4f27-8f34-c6555088e540,S15,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3b04eb39-650f-4f27-8f34-c6555088e540,5005750985822306304,,,,
invoices,02f4e529-2ea8-4940-8d47-25a3a5ad3255,1003,2023-05-25T00:00:00,4700142389,1608ff1c-b38b-46d0-bad1-0632a32f698c,Lawter (NZ) Ltd,CUS001073,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/1608ff1c-b38b-46d0-bad1-0632a32f698c,,0.0,,Closed,,NumberOfDaysAfterEOM,0,30,0.0,0.0,2023-06-30T00:00:00,0.0,,2023-06-30T00:00:00,0.0,,False,16423.0,,0.0,,3642c1ed-cfa5-4546-84a3-6486248d9b52,S,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3642c1ed-cfa5-4546-84a3-6486248d9b52,2463.45,,18886.45,,,,,,Sale; Lawter (NZ) Ltd,,Print,2023-06-27T00:00:00,True,False,,All,,,[],,2023-05-30T01:50:01.16,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/02f4e529-2ea8-4940-8d47-25a3a5ad3255,-7108086487362568192,70,Transaction,Lawter (NZ) site - T28 Diphyl Storage Tank Insulation and Cladding,,,,,,16423.0,,ce3f27d3-ed0e-4d85-9f33-250233ad1b75,Sales                                    ,200,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/ce3f27d3-ed0e-4d85-9f33-250233ad1b75,8fa0640d-44a3-4dbc-a42e-1b78c95f04f5,1450,T28 Diphyl Storage Tank,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Job/8fa0640d-44a3-4dbc-a42e-1b78c95f04f5,3b04eb39-650f-4f27-8f34-c6555088e540,S15,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3b04eb39-650f-4f27-8f34-c6555088e540,-42221246506598400,,,,
invoices,cc58dcc5-644c-4db9-9912-41e9bbab73f5,1005,2023-05-31T00:00:00,101970,38a92867-c50b-4b1b-ac41-f7e0a532e405,PFS Engineering Ltd,CUS001087,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/38a92867-c50b-4b1b-ac41-f7e0a532e405,,0.0,,Closed,,NumberOfDaysAfterEOM,0,30,0.0,0.0,2023-06-30T00:00:00,0.0,,2023-06-30T00:00:00,0.0,,False,7120.0,,0.0,,3642c1ed-cfa5-4546-84a3-6486248d9b52,S,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3642c1ed-cfa5-4546-84a3-6486248d9b52,1068.0,,8188.0,,,,"This quotation is valid for 30 days
This is a quotation on the goods named, subject to the following conditions:
*  No scaffolding or elevated work platform costs are included in the quotation
* All prices are plus GST at the current rate
",,Sale; PFS Engineering Ltd,,Print,2023-07-05T00:00:00,True,False,,None,,,[],,2023-05-31T00:26:41.21,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/cc58dcc5-644c-4db9-9912-41e9bbab73f5,-1180506052324491264,92,Transaction,"WDHB Task Mode Washers Steam & Condensate Insulation and Cladding.  
Insulation: 50mm 80kg/m3 Fibreglass pre-formed pipe section
Cladding: 0.9mm 5005 Aluminium  &0.55mm Stainless
Job scoped by Daniel Wise",,,,,,6731.0,,ce3f27d3-ed0e-4d85-9f33-250233ad1b75,Sales                                    ,200,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/ce3f27d3-ed0e-4d85-9f33-250233ad1b75,,,,,3b04eb39-650f-4f27-8f34-c6555088e540,S15,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3b04eb39-650f-4f27-8f34-c6555088e540,3417669167220785152,,,,
invoices,cc58dcc5-644c-4db9-9912-41e9bbab73f5,1005,2023-05-31T00:00:00,101970,38a92867-c50b-4b1b-ac41-f7e0a532e405,PFS Engineering Ltd,CUS001087,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/38a92867-c50b-4b1b-ac41-f7e0a532e405,,0.0,,Closed,,NumberOfDaysAfterEOM,0,30,0.0,0.0,2023-06-30T00:00:00,0.0,,2023-06-30T00:00:00,0.0,,False,7120.0,,0.0,,3642c1ed-cfa5-4546-84a3-6486248d9b52,S,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3642c1ed-cfa5-4546-84a3-6486248d9b52,1068.0,,8188.0,,,,"This quotation is valid for 30 days
This is a quotation on the goods named, subject to the following conditions:
*  No scaffolding or elevated work platform costs are included in the quotation
* All prices are plus GST at the current rate
",,Sale; PFS Engineering Ltd,,Print,2023-07-05T00:00:00,True,False,,None,,,[],,2023-05-31T00:26:41.21,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/cc58dcc5-644c-4db9-9912-41e9bbab73f5,-1180506052324491264,93,Transaction,8 x Galvanised Ducting Transition Cones,,,,,,389.0,,ce3f27d3-ed0e-4d85-9f33-250233ad1b75,Sales                                    ,200,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/ce3f27d3-ed0e-4d85-9f33-250233ad1b75,,,,,3b04eb39-650f-4f27-8f34-c6555088e540,S15,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3b04eb39-650f-4f27-8f34-c6555088e540,3489726761258713088,,,,
invoices,4d6ae640-a5a5-45f3-bbbf-e61b2f8336c2,1006,2023-05-31T00:00:00,Grant O'Reilly,1608ff1c-b38b-46d0-bad1-0632a32f698c,Lawter (NZ) Ltd,CUS001073,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/1608ff1c-b38b-46d0-bad1-0632a32f698c,,0.0,,Closed,,NumberOfDaysAfterEOM,0,30,0.0,0.0,2023-06-30T00:00:00,0.0,,2023-06-30T00:00:00,0.0,,False,14099.25,,0.0,,3642c1ed-cfa5-4546-84a3-6486248d9b52,S,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3642c1ed-cfa5-4546-84a3-6486248d9b52,2114.89,,16214.14,,,,,,Sale; Lawter (NZ) Ltd,,Print,2023-06-27T00:00:00,True,False,,All,,,[],,2023-05-31T21:11:21.823,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/4d6ae640-a5a5-45f3-bbbf-e61b2f8336c2,-7036028893324640256,114,Transaction,Week 08/05 - 14/05,,,,,,0.0,,ce3f27d3-ed0e-4d85-9f33-250233ad1b75,Sales                                    ,200,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/ce3f27d3-ed0e-4d85-9f33-250233ad1b75,,,,,3b04eb39-650f-4f27-8f34-c6555088e540,S15,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3b04eb39-650f-4f27-8f34-c6555088e540,3418232117174206464,,,,
invoices,4d6ae640-a5a5-45f3-bbbf-e61b2f8336c2,1006,2023-05-31T00:00:00,Grant O'Reilly,1608ff1c-b38b-46d0-bad1-0632a32f698c,Lawter (NZ) Ltd,CUS001073,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Contact/Customer/1608ff1c-b38b-46d0-bad1-0632a32f698c,,0.0,,Closed,,NumberOfDaysAfterEOM,0,30,0.0,0.0,2023-06-30T00:00:00,0.0,,2023-06-30T00:00:00,0.0,,False,14099.25,,0.0,,3642c1ed-cfa5-4546-84a3-6486248d9b52,S,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3642c1ed-cfa5-4546-84a3-6486248d9b52,2114.89,,16214.14,,,,,,Sale; Lawter (NZ) Ltd,,Print,2023-06-27T00:00:00,True,False,,All,,,[],,2023-05-31T21:11:21.823,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/Sale/Invoice/Service/4d6ae640-a5a5-45f3-bbbf-e61b2f8336c2,-7036028893324640256,125,Transaction,Travel to Lawter (NZ) Ltd,,,,,,147.5,,ce3f27d3-ed0e-4d85-9f33-250233ad1b75,Sales                                    ,200,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/Account/ce3f27d3-ed0e-4d85-9f33-250233ad1b75,,,,,3b04eb39-650f-4f27-8f34-c6555088e540,S15,https://arl2.api.myob.com/accountright/acbfc2d1-a9db-4df5-8e0d-e2f75a6a47a7/GeneralLedger/TaxCode/3b04eb39-650f-4f27-8f34-c6555088e540,4138808057553485824,,,,
